"","budget","runtime","comedy","family","adventure","fantasy","drama","action","horror","documentary","scifi","actorMovieCount","directorMovieCount","directorEarnings","domestic","quarter","newyearsday","christmaseve","success_1_to_1"
"652",10500000,97,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
"653",24078133.8007948,106,0,0,0,0,1,0,0,0,0,0,1,3028094,0,4,0,0,0
"654",250000,90,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1
"655",5e+05,86,0,0,0,0,0,1,0,0,1,7,0,0,0,2,0,0,1
"657",24078133.8007948,72,0,1,1,0,0,1,0,0,0,0,0,0,0,3,0,0,1
"658",24078133.8007948,98,0,0,0,0,1,0,0,0,0,1,1,4037782,0,3,0,0,0
"659",24078133.8007948,85,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0
"660",24078133.8007948,76,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"661",5e+06,125,1,0,0,0,1,0,0,0,0,1,1,22772019,0,4,0,1,1
"662",2.5e+07,85,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"663",24078133.8007948,92,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"664",1.1e+07,104,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0
"665",3500000,126,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"666",6e+06,135,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1
"667",3e+06,99,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
"668",24078133.8007948,75,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"669",7e+05,110,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1
"670",7075038,140,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1
"671",750000,107.440816326531,1,0,0,0,0,0,0,0,0,0,1,4781454,0,2,0,0,0
"672",24078133.8007948,80,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"673",24078133.8007948,120,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"674",24078133.8007948,89,0,0,0,0,1,0,0,0,0,0,1,183640,0,2,0,0,0
"675",707503,90,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"676",4200000,132,0,0,0,1,0,0,1,0,0,2,2,78407056,0,1,1,0,1
"677",24078133.8007948,82,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"678",4500000,65,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"679",24078133.8007948,105,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"680",2800000,100,1,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,1
"681",12823507,110,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0
"682",3e+06,100,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,1
"683",5e+06,89,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
"684",24078133.8007948,91,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0
"685",4e+06,72,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"686",24078133.8007948,107.440816326531,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"687",2e+06,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"688",5e+06,113,0,0,0,0,0,1,0,0,0,0,1,2685000,0,3,0,0,0
"689",24078133.8007948,125,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0
"690",2500000,91,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0
"691",5e+06,91,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
"692",2e+06,93,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"693",24078133.8007948,104,1,1,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0
"694",24078133.8007948,113,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"695",6e+06,89,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1
"697",24078133.8007948,95,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"698",5e+07,96,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1
"699",24078133.8007948,100,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"700",24078133.8007948,111,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0
"701",6800000,107,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,1
"702",12800000,140,0,0,0,0,1,0,0,0,0,0,2,3019034,1,2,0,0,1
"703",24078133.8007948,97,1,1,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0
"705",24078133.8007948,126,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"706",24078133.8007948,95,0,0,0,0,1,0,0,0,0,6,0,0,0,1,0,0,0
"707",1.4e+07,119,0,0,0,0,1,0,0,0,0,1,4,118439776,1,4,0,0,1
"708",24078133.8007948,95,0,0,0,0,0,0,0,0,0,0,1,10166459,0,2,0,0,0
"709",3500000,105,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"711",24078133.8007948,100,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"713",2.7e+07,100,0,0,0,0,0,0,0,0,1,0,1,150680864,1,1,0,0,1
"714",1.6e+07,96,0,0,0,0,0,1,0,0,1,9,2,503877190,0,3,0,0,1
"715",2.5e+07,113,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"716",1.4e+07,149,0,0,1,0,1,1,0,0,0,0,3,527127228,1,3,0,0,1
"717",24078133.8007948,110,1,0,0,0,0,0,0,0,0,0,2,135376292,0,2,0,0,1
"718",3e+06,100,1,0,0,0,0,0,0,1,0,0,2,237341588,1,3,0,0,1
"719",24078133.8007948,92,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"720",1e+07,138,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1
"721",24078133.8007948,87,1,0,1,0,0,1,0,0,0,1,1,467363,0,4,0,0,0
"722",7e+06,76,0,0,0,1,0,0,0,0,0,2,0,0,0,4,0,0,1
"724",2e+06,90,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,1
"725",24078133.8007948,95,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"726",24078133.8007948,74,0,0,0,0,1,0,0,0,0,0,1,30292,0,1,0,0,0
"727",24078133.8007948,118,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0
"728",1e+06,112,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0
"729",3e+06,94,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
"730",1e+07,96,0,0,0,0,1,0,1,0,0,3,3,237055341,0,2,0,0,0
"731",1e+07,98,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0
"732",24078133.8007948,91,0,0,0,0,0,0,1,0,1,0,5,313227387,0,4,0,0,0
"733",24078133.8007948,118,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
"734",24078133.8007948,89,1,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0
"735",24078133.8007948,100,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"736",1.3e+07,115,0,0,0,0,1,0,1,0,0,2,5,146153384,0,3,0,0,0
"737",2e+07,89,0,0,0,0,0,0,1,0,0,0,4,752153758,1,1,0,0,1
"738",24078133.8007948,93,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
"739",9e+06,90,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"740",24078133.8007948,117,0,0,0,0,0,1,1,0,1,0,1,131183530,0,4,0,0,0
"741",24078133.8007948,92,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"742",2e+07,105,0,0,0,0,1,1,0,0,0,2,3,735179299,1,3,0,0,0
"743",4e+06,93,0,0,0,0,1,1,0,0,0,6,0,0,0,3,0,0,1
"744",4e+06,105,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0
"745",24078133.8007948,123,1,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"747",24078133.8007948,96,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0
"748",4090000,102,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1
"749",4e+06,99,1,0,0,1,0,0,0,0,1,0,4,187233400,0,2,0,0,0
"750",1.8e+07,96,1,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0
"751",2e+06,109,0,0,1,0,1,0,0,0,0,3,5,119406239,0,3,0,0,1
"752",24078133.8007948,101,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0
"753",24078133.8007948,111,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0
"754",24078133.8007948,99,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"755",24078133.8007948,118,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0
"756",24078133.8007948,118,1,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0
"757",1e+07,101,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"758",24078133.8007948,106,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"759",1e+07,109,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0
"760",7e+06,104,0,0,0,0,0,1,0,0,0,4,11,829075438,1,3,0,0,1
"762",6500000,95,1,0,0,0,0,0,0,0,0,0,1,16136,1,3,0,0,0
"763",1400000,104,0,0,0,0,0,0,0,0,0,0,7,109014313,0,2,0,0,1
"764",7200000,120,0,0,1,0,0,1,0,0,0,5,6,298083738,1,4,0,0,1
"765",24078133.8007948,90,0,0,0,0,1,0,0,0,0,2,0,0,0,4,0,0,0
"766",2.1e+07,99,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"767",1.3e+07,94,1,0,0,0,0,0,0,0,0,2,1,15071,1,3,0,0,1
"768",4.7e+07,103,1,0,1,0,0,1,0,0,0,2,2,33088226,1,2,0,0,1
"770",2.8e+07,131,0,0,0,0,0,1,0,0,0,4,0,0,1,3,0,0,1
"771",24078133.8007948,90,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"772",24078133.8007948,149,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1
"773",24078133.8007948,96,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"774",24078133.8007948,98,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0
"775",1.7e+07,98,1,0,0,0,1,1,0,0,0,0,1,8345056,0,3,0,0,0
"776",8e+05,100,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1
"778",1e+06,107,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,1
"779",2.6e+07,158,1,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,1
"780",2e+05,109,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1
"783",6e+06,100,0,0,0,0,1,0,0,0,0,0,2,233725144,0,3,0,0,1
"784",4e+06,102,0,0,0,0,0,1,0,0,0,20,0,0,0,4,0,0,1
"785",24078133.8007948,110,1,0,0,0,0,0,0,0,0,2,2,63710046,0,4,0,0,1
"786",5.5e+07,123,0,0,0,0,1,0,0,0,0,5,3,232892462,1,4,0,0,1
"787",24078133.8007948,86,1,0,0,0,0,0,0,0,0,0,1,6804016,0,3,0,0,0
"788",1.5e+07,84,0,0,0,0,0,0,1,0,1,1,0,0,1,3,0,0,1
"789",24078133.8007948,97,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"790",24078133.8007948,95,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0
"791",2800000,135,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"792",1.5e+07,130,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,1
"793",3e+06,73,1,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,1
"794",24078133.8007948,110,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"795",24078133.8007948,75,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"796",1.8e+07,152,1,1,1,1,0,0,0,0,0,0,3,135881426,1,4,0,0,0
"798",1800000,125,0,0,0,0,1,0,0,0,0,10,4,81278025,0,3,0,0,1
"799",1e+07,130,1,0,1,1,0,0,0,0,0,8,1,1826705,1,4,0,0,1
"800",3.7e+07,113,0,1,0,0,1,0,0,0,0,1,0,0,1,3,0,0,1
"801",2500000,104,0,0,0,0,1,0,0,0,0,1,2,20863124,0,4,0,0,0
"802",2.5e+07,97,1,0,0,0,1,0,0,0,0,8,0,0,1,4,0,0,0
"803",6e+06,113,0,0,0,1,1,0,0,0,0,3,0,0,1,1,0,0,0
"804",2686000,109,1,0,1,0,0,0,0,0,0,2,0,0,1,2,0,0,1
"805",24078133.8007948,89,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"806",9900000,88,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1
"807",24078133.8007948,96,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"808",24078133.8007948,79,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"809",7e+05,103,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1
"810",1e+07,142,1,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,1
"811",24078133.8007948,87,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"813",24078133.8007948,98,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
"814",1.4e+07,103,1,0,0,0,0,0,0,0,0,5,1,9789900,0,1,0,0,1
"815",31192,89,1,0,0,0,1,1,0,0,0,0,3,3944427,1,3,0,0,0
"816",3.5e+07,101,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
"817",4e+07,128,0,0,0,0,0,0,1,0,0,2,1,58620973,0,4,0,0,1
"818",1.8e+07,108,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0
"819",1.4e+07,120,0,0,0,0,1,0,0,0,0,0,2,87433035,0,2,0,0,1
"820",24078133.8007948,88,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"821",24078133.8007948,101,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"823",24078133.8007948,90,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"824",2e+06,92,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0
"825",6500000,105,0,0,0,0,0,0,1,0,0,4,6,575564583,1,2,0,0,1
"826",24078133.8007948,90,0,0,0,0,1,0,0,0,0,2,0,0,1,3,0,0,0
"828",1.5e+07,150,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0
"829",1.6e+07,96,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"830",1800000,95,1,0,0,0,1,0,0,0,0,1,2,70606374,0,1,0,0,1
"831",2500000,100,0,0,0,0,1,0,0,0,0,1,3,257229971,0,3,0,0,1
"832",3500000,95,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"833",5e+06,115,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1
"834",6e+06,107.440816326531,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"835",24078133.8007948,83,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"836",6e+06,144,0,0,0,0,0,0,0,0,0,0,2,24700000,1,4,0,0,1
"837",4e+07,89,1,0,0,0,0,1,0,0,0,2,0,0,1,3,0,0,0
"838",24078133.8007948,129,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0
"839",722083,120,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"840",1e+06,93,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1
"841",24078133.8007948,111,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"842",336029,107.440816326531,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1
"843",24078133.8007948,90,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"844",2e+06,107,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0
"845",24078133.8007948,90,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0
"846",1.8e+07,110,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0
"847",1950000,93,1,0,0,0,0,0,0,0,0,2,1,5279982,0,1,0,0,1
"848",24078133.8007948,124,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0
"849",24078133.8007948,118,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"851",24078133.8007948,114,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
"852",24078133.8007948,103,0,0,0,0,1,0,0,0,0,0,2,3638072,0,3,0,0,0
"853",3.1e+07,99,0,0,1,0,1,1,0,0,0,0,3,191927704,0,4,0,0,1
"854",3e+07,125,0,0,1,0,1,1,0,0,0,2,0,0,0,3,0,0,0
"855",500,126,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"856",9500000,126,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,1
"857",24078133.8007948,98,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"859",24078133.8007948,130,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"860",24078133.8007948,92,0,0,0,0,0,1,0,0,0,4,3,124240052,0,2,0,0,0
"861",24078133.8007948,94,0,0,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0
"862",24078133.8007948,79,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"863",24078133.8007948,102,1,0,0,1,0,1,1,0,0,0,1,18814720,0,4,0,0,0
"864",1e+07,89,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1
"865",51500000,100,0,0,0,0,0,0,0,0,0,1,2,28800406,1,3,0,0,1
"866",3800000,97,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1
"868",24078133.8007948,108,0,0,0,0,1,1,0,0,0,1,0,0,0,4,0,1,1
"869",24078133.8007948,107,1,0,1,0,1,1,0,0,0,6,0,0,0,1,0,0,0
"870",9e+05,95,0,0,0,0,0,1,0,0,0,8,2,54282892,0,3,0,0,1
"871",24078133.8007948,95,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0
"872",24078133.8007948,90,1,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,1
"873",24078133.8007948,131,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0
"874",24078133.8007948,89,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0
"876",2e+07,105,0,0,0,1,1,0,0,0,0,12,6,1275908017,1,4,0,0,1
"877",1.8e+07,127,1,0,0,0,1,0,0,0,0,9,4,990020560,1,3,0,0,0
"878",24078133.8007948,112,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"879",5990000,145,0,0,0,0,0,0,0,0,1,0,1,2.3e+08,0,2,0,0,1
"880",4e+07,125,0,0,0,0,1,0,0,0,0,0,1,82703,0,3,0,0,0
"881",500,87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"882",24078133.8007948,127,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0
"883",24078133.8007948,92,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"884",24078133.8007948,103,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0
"885",24078133.8007948,110,0,0,0,0,1,0,0,0,0,0,2,958724,0,4,0,0,0
"886",1.3e+07,112,0,0,0,0,1,0,0,0,0,2,1,3447633,0,3,0,0,1
"887",24078133.8007948,98,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"888",3e+06,81,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1
"889",4500000,106,0,0,0,1,1,0,1,0,1,0,3,637292760,0,2,0,0,1
"890",3.2e+07,97,1,1,0,1,0,0,0,0,0,3,1,45967935,1,4,0,0,1
"891",5e+06,123,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"892",4e+06,96,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0
"893",220000,81,0,0,0,0,0,1,0,0,0,0,12,854480883,1,3,0,0,1
"894",3e+06,146,0,0,0,0,1,0,0,0,0,1,1,22512655,1,2,0,0,1
"895",24078133.8007948,109,0,0,0,0,1,0,0,0,0,0,3,1589807,0,2,0,0,0
"896",24078133.8007948,96,1,0,0,1,0,0,1,0,1,0,0,0,0,3,0,0,0
"897",4e+06,90,0,0,0,0,1,1,0,0,0,0,0,0,1,4,0,0,1
"898",3.5e+07,153,0,0,0,0,1,0,0,0,0,4,9,2736541669,0,4,0,0,0
"899",24078133.8007948,89,0,0,0,0,1,0,0,0,0,0,1,254700832,0,4,0,0,0
"901",24078133.8007948,91,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0
"902",24078133.8007948,116,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0
"904",5000,139,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,1
"905",24078133.8007948,98,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"907",1.6e+07,101,0,0,0,0,1,0,0,0,1,1,0,0,0,3,0,0,0
"909",24078133.8007948,92,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"910",3196621,116,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
"911",24078133.8007948,80,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"912",12516654,78,1,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"913",3e+06,92,1,1,0,0,0,0,0,0,0,1,1,28202109,0,2,0,0,1
"914",6e+06,95,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
"915",24078133.8007948,98,0,0,0,0,1,0,0,0,0,1,1,64076736,0,2,0,0,0
"916",5e+07,97,0,0,1,0,0,1,0,0,1,4,1,14010832,1,3,0,0,0
"917",2500000,98,0,0,0,0,0,1,0,0,1,0,1,26518355,1,2,0,0,1
"918",1e+07,116,0,0,0,0,1,1,0,0,0,3,2,83716537,0,2,0,0,1
"919",24078133.8007948,97,0,1,1,1,0,0,0,0,1,0,2,21393000,0,1,0,0,0
"920",1.7e+07,120,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
"921",2e+07,108,0,0,0,0,1,0,0,0,1,0,3,249060183,1,1,0,0,1
"922",24078133.8007948,96,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"923",10500000,115,0,1,1,1,0,0,0,0,1,0,13,3267523293,1,2,0,0,1
"924",24078133.8007948,130,0,0,0,0,1,1,0,0,0,4,0,0,1,2,0,0,0
"927",1e+07,116,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"928",24078133.8007948,118,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0
"929",5,110,1,0,1,0,0,1,0,0,0,13,1,6660333,0,4,0,0,1
"930",1.7e+07,91,0,0,0,0,0,0,1,0,0,1,1,157100845,1,2,0,0,1
"931",24078133.8007948,117,0,0,0,0,1,0,0,0,0,1,1,14393902,0,1,0,0,0
"933",1.1e+07,140,0,0,1,1,0,0,0,0,0,0,3,53689660,0,2,0,0,1
"934",24078133.8007948,113,1,0,0,0,0,0,0,0,0,0,6,717151651,0,4,0,0,0
"935",5e+07,101,0,0,0,0,0,1,0,0,0,0,1,12764201,1,1,0,0,1
"937",1.4e+07,118,0,0,0,1,0,0,1,0,0,0,4,88657097,1,2,0,0,1
"938",24078133.8007948,80,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"939",3.8e+07,118,0,0,0,0,1,0,0,0,0,1,1,238073,1,3,0,0,0
"940",1.3e+07,102,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1
"941",2500000,100,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0
"942",1e+05,111,0,0,0,0,1,0,0,0,0,0,3,135768655,1,3,0,0,1
"943",24078133.8007948,115,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
"944",6e+06,122,0,0,0,0,0,0,0,0,0,1,1,17436509,1,2,0,0,1
"945",2.2e+07,108,0,0,0,0,1,0,0,0,0,0,2,372344265,1,2,0,0,1
"946",5e+07,91,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0
"947",24078133.8007948,99,0,1,0,1,1,0,0,0,0,4,0,0,0,1,0,0,0
"948",1.3e+07,91,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0
"949",3,100,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"950",24078133.8007948,134,0,0,0,0,1,0,0,0,0,0,5,83059611,1,2,0,0,0
"951",24078133.8007948,110,1,0,0,0,1,1,0,0,0,2,1,22886222,0,4,0,0,0
"952",2e+06,121,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1
"953",1.6e+07,142,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1
"956",24078133.8007948,83,0,0,0,0,0,0,0,1,0,0,1,507941,0,4,0,0,0
"957",24078133.8007948,95,1,1,0,0,0,1,0,0,0,2,2,3704619,0,3,0,0,0
"958",4e+05,96,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
"959",24078133.8007948,120,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"960",24078133.8007948,85,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"961",3849796,115,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
"962",18500000,118,1,0,1,0,1,0,0,0,0,6,1,770706,1,2,0,0,0
"963",4e+07,101,0,0,0,0,0,0,1,0,0,1,0,0,1,3,0,0,0
"964",9e+06,82,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"965",3.5e+07,114,0,0,0,0,0,0,0,0,0,0,1,782102,1,4,0,0,0
"966",2.4e+07,139,0,0,0,0,1,0,0,0,0,1,0,0,1,4,0,0,1
"967",24078133.8007948,76,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,0,1
"968",24078133.8007948,100,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"970",24078133.8007948,107,0,0,0,1,1,0,0,0,0,8,1,105232691,0,2,0,0,1
"971",2e+07,92,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"972",2.6e+07,90,0,0,0,0,0,0,1,0,0,0,2,196293597,1,1,0,0,1
"974",24078133.8007948,90,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"975",24078133.8007948,108,0,0,0,0,1,0,0,0,0,0,1,528972,0,3,0,0,0
"976",1200000,81,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"978",1.8e+07,136,0,0,1,0,0,1,0,0,1,11,21,2323065488,1,2,0,0,1
"979",5e+05,122,0,0,0,0,1,0,0,0,0,0,2,102312338,1,3,0,0,1
"980",1.5e+07,114,0,0,0,1,1,1,1,0,0,0,3,62235452,1,2,0,0,1
"981",2e+07,97,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0
"982",1.5e+07,93,0,0,1,0,0,1,0,0,0,13,1,30218387,1,4,0,0,1
"983",24078133.8007948,110,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0
"984",5.5e+07,134,0,0,1,0,1,1,0,0,0,1,0,0,1,3,0,0,1
"985",3e+05,94,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0
